NAICS,Description,"2006 Wages, Salaries, & Proprietor Earnings","2007 Wages, Salaries, & Proprietor Earnings","2008 Wages, Salaries, & Proprietor Earnings","2009 Wages, Salaries, & Proprietor Earnings","2010 Wages, Salaries, & Proprietor Earnings","2011 Wages, Salaries, & Proprietor Earnings","2012 Wages, Salaries, & Proprietor Earnings","2013 Wages, Salaries, & Proprietor Earnings","2014 Wages, Salaries, & Proprietor Earnings","2015 Wages, Salaries, & Proprietor Earnings","2016 Wages, Salaries, & Proprietor Earnings","2017 Wages, Salaries, & Proprietor Earnings","2018 Wages, Salaries, & Proprietor Earnings",2001 Jobs,2002 Jobs,2003 Jobs,2004 Jobs,2005 Jobs,2006 Jobs,2007 Jobs,2008 Jobs,2009 Jobs,2010 Jobs,2011 Jobs,2012 Jobs,2013 Jobs,2014 Jobs,2015 Jobs,2016 Jobs,2017 Jobs,2018 Jobs,National 2001 Jobs,National 2002 Jobs,National 2003 Jobs,National 2004 Jobs,National 2005 Jobs,National 2006 Jobs,National 2007 Jobs,National 2008 Jobs,National 2009 Jobs,National 2010 Jobs,National 2011 Jobs,National 2012 Jobs,National 2013 Jobs,National 2014 Jobs,National 2015 Jobs,National 2016 Jobs,National 2017 Jobs,National 2018 Jobs,2004 Payrolled Business Locations,2005 Payrolled Business Locations,2006 Payrolled Business Locations,2007 Payrolled Business Locations,2008 Payrolled Business Locations,2009 Payrolled Business Locations,2010 Payrolled Business Locations,2011 Payrolled Business Locations,2012 Payrolled Business Locations,2013 Payrolled Business Locations,2014 Payrolled Business Locations,2015 Payrolled Business Locations,2016 Payrolled Business Locations,2017 Payrolled Business Locations,2018 Payrolled Business Locations
331420,"Copper Rolling, Drawing, Extruding, and Alloying",46458.23425535819,87072.81889228761,38995.52847322103,67109.31522105176,74597.86894206663,62627.145453827936,78167.95479050966,56333.920800436164,76802.0800736338,46671.62278237567,43195.97183361371,41490.07258872542,62283.50491211869,73.18145834531747,69.1281218614759,107.98302496291151,121.78654324609252,56.314620922979614,88.54585832514626,90.83676753009796,43.76184269602382,48.165054495573834,48.45023434058277,31.88075812456842,48.26083059240726,49.182857961253134,89.16923035799744,54.67931902566206,65.61907371340658,55.919299461147226,61.57123114868391,41391.84884389253,53824.96427557279,38135.21884155672,45339.89306107536,44475.85822130265,38945.763267562565,30868.801706132494,32758.83579399462,30722.87885083899,25871.41108288165,30625.765448266302,22136.808297920143,34065.67209997275,25315.01865966322,31619.162050633695,25950.57014564596,33188.472039299384,23375.121080876328,1.1202455244841985,0.9466328216134571,0.9388425895478576,0.9862785588251427,0.8316652308101766,0.97504499158822,1.0578294024569914,0.8458402905496769,0.8318642569007352,0.9155569891561754,0.902521138812881,1.0028660146403126,1.073753564641811,1.2033742134342902,0.902726179966703
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",12,14,0,0,0,0,0,12,38075.43329775501,90433.087332689,64344.26461271505,69248.22590416754,89971.78002410335,12,10,13,11,0,0,0,0,12,0,0,14,0,8.094392311044825,12.87979965359836,16.787427139098334,28.865546416278235,23.28639329531173,18455.15764765626,16037.635750096955,12049.680506168723,13888.81101773832,13982.951567997286,13753.912908047849,11641.046974461624,12639.007066580756,14258.442753000387,13319.994107811117,11806.10377973652,14479.941695114845,12641.958313178879,12770.940294542635,13881.333069307531,16085.88905631921,15912.27777040765,16709.96311187681,0,0,11,0,15,11,15,13,10,14,10,1.749338619923219,2.175878475094214,1.833834198419936,2.2607418313855305
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",0,11,13,109881.14898623819,130912.2682715841,124294.67043873001,129504.3376581065,77414.44944168079,59127.551618439895,18245.288925833927,19088.22253798434,49105.59756305421,47262.74284208383,0,15,14,0,0,0,14,10,1.789105598852455,0.20318628589524204,0.573736421845772,0.5410618230411184,3.6564777489439053,6.856445898682998,1.2685198301262226,8.905763014890232,10.680194670703116,9.60998401733,11624.411000957305,9512.57125480088,8476.97764212234,8401.241350473234,8257.458821142885,10115.239662388622,8728.737424385885,12466.277033040937,9727.333942175821,10766.913385874857,11207.325684851254,10701.175591034986,12312.008490681208,12185.344346378693,9340.831784331429,12328.626523297316,11737.985427527481,12687.647569033486,10,15,11,12,0,0.9129885908798314,0.9992990485974588,2.028537470358424,2.183396600722335,1.986100394790992,1.8775139424717053,2.1689902134472505,2.4555810443824155,2.4796594618586822,2.381798111042008
331511,Iron Foundries,10,11,15,10,0,15,12,15,0,0,10,10,12,15,14,0,0,14,11,0,10,15,10,0,0,11,0,14,10,0,0,73350.33210393203,62755.21376346751,73966.64011858463,51979.35673610099,66846.92320108578,47299.21474915881,47000.774906204664,57085.96304097956,48925.01470784721,39999.52678759004,39254.1903119258,48742.25639547149,44969.075077371555,37305.44784322881,36401.45600834453,34446.1218912125,31112.611955278317,44214.125301989174,11,10,13,0,0,15,0,0,0,10,11,10,10,15,0
331512,Steel Investment Foundries,14,14,10,0,15,15,0,12,15,0,13,13,0,14,0,0,12,14,15,0,10,11,0,11,0,0,0,0,0,14,12,19187.85198728829,13395.573519466367,13844.164125154643,13487.92450438315,14318.563046185003,12074.660218626908,16197.285566215749,11875.423908104216,10663.782549795924,12740.58472932983,9757.389423379904,11900.133688296342,10176.15781471891,13974.395087610228,13455.442659438373,9420.348802240916,10818.715269051621,10997.351293207252,12,15,15,15,0,0,0,0,0,0,0,10,0,0,0
331513,Steel Foundries (except Investment),35563.345952604184,43812.552051129904,0,0,12,10,15,0,0,0,0,15,0,0,13,0,0,12,1.2148758670248982,0.2546756405645283,0,13,0,12,0,15,13,11,11,14,13,27996.838667956617,21579.893656700293,18804.940969460575,19811.218505018012,19156.698970664023,25362.33381046329,17498.134202930065,23817.076381890718,18047.970044504902,12633.053154715737,17211.861356854562,21949.12307147014,19279.399617368716,22652.296570540522,20169.526670559415,16426.84254788151,14050.667467457295,15167.25420318593,12,0,10,0.9889259137911722,0,14,12,13,0,0,14,11,0,10,0
331523,Nonferrous Metal Die-Casting Foundries,33758.86667934069,31410.696256032144,46996.72832741424,51159.907955271934,36487.63750026495,84808.23454140933,73164.67011229173,39119.938762935904,61432.263587175876,46443.48363875893,34994.670463447,50453.95895566744,59001.35230629434,0.2996535893646069,6.08746450372591,26.990538903039003,26.004041989754032,18.69316015062895,8.461687163553302,2.765328377400526,10.104338800229494,2.636398544500719,2.4967836463032143,3.029723324725944,10.95440272364231,11.926211801517201,5.981594589588036,17.514695827065907,24.524722119975692,23.753250334406925,14.728274668704087,42829.29297004215,50356.1831432532,43747.17048716905,42018.29211459221,36476.00304740916,33202.64234692972,34968.34142729769,23211.30169270581,22043.55424856943,19375.29952364376,17934.36068403362,24112.504808873437,20979.555290145843,29949.78486129373,23723.02466081242,21511.657327269706,27890.630486561415,23888.03848686471,1.120599308796227,0.9743797668721527,0.8572068066103384,1.1383236026624217,0.8855534925474785,1.009464310843032,0.9355833442299627,1.070348165964242,1.177597411046736,0.8231957278447226,0.8922641745652072,0.9466173788998276,1.0675066810916178,1.1959292552201077,0.9216136696166359
331524,Aluminum Foundries (except Die-Casting),13,13,0,12,12,0,10,14,11,14,0,10,12,0,14,15,0,12,13,0,10,13,0,13,0,13,15,0,0,0,12,27218.263891217688,22830.92810146906,16897.566215530132,17975.398780702584,20819.694994261034,23562.00443965078,26816.157154107757,25094.474838142494,16475.12937181668,13553.996906942457,15410.44444947961,17791.92165976139,17786.28204196973,19104.174468728022,17807.78531255928,15293.337983204356,13743.820312818185,20739.440933025686,10,0,12,11,0,15,15,14,0,12,10,13,0,13,0
331529,Other Nonferrous Metal Foundries (except Die-Casting),26169.899611754743,31646.19604209913,34537.80435029167,32307.885893272636,25587.465256771367,31369.145219730704,30319.44463559369,40303.26011775201,37333.24777175574,33413.42040398836,41469.21627939379,30112.12302849984,43471.62715022073,53.27939448837752,48.49788320353754,69.47677680294242,57.022602642644955,67.78764707365403,95.21615413396886,80.57160454872981,79.31844271798894,57.95560944337525,64.21617989908566,56.308502935259455,54.43315114702167,60.00673281591495,87.31987796538291,96.00404216487142,89.14004897710285,64.96736237967751,49.61290728066315,12579.389619670836,13454.984263234412,14109.308561379014,12264.290653114247,16563.364297758595,11675.128945876973,17038.207684708643,12036.550131671433,13791.946240220277,13208.874915315566,12759.825504290866,13449.124142437064,12041.475475712972,10585.76192606044,15213.008286549448,11856.524603452453,10033.336078492233,15762.869516325132,1.6549877832410858,3.7471564449020662,3.941252994257957,4.8805646519642325,3.224110536079388,3.2494333619135434,3.6044405557913706,2.7169957163510845,3.2777400723658503,3.320790716446936,5.5336207509972155,5.815162054612301,4.863155525003094,6.21640900336206,5.042267913057003
332111,Iron and Steel Forging,12,0,0,0,0,12,14,0,15,14,0,12,15,0.1751693231156428,21.897898503033502,24.590774452406706,0.30953593249076417,0.8367002391335914,0,0,11,0,13,14,12,0,0,15,15,10,12,26608.03041020063,31961.608784059543,23112.187984497697,27188.298991805423,29055.700360937626,30212.607131915476,28730.260883945466,25577.02192485945,22039.049611911134,20833.0830773767,18420.78923735564,28099.418365466354,29161.361903820227,28857.671646352923,24284.259058818774,19917.53554125556,19228.495615094624,23596.25104761596,0.9079352273722179,0,12,13,0,11,15,0,10,0,13,13,0,14,0
332112,Nonferrous Forging,0,12,15,11,11,0,10,11,0,0,15,10,15,0,13,15,0,12,0,0,0,11,14,0,11,13,14,0,0,12,10,7852.606555955231,8643.337600431572,8314.843363423739,7085.708194124119,8099.434624372132,6112.404505985635,6520.5001095545085,6685.344682968923,6384.3317210222485,5437.524645402051,6082.501717508333,6432.724423531043,7252.948704619748,6716.951438943702,7322.107891778369,6396.102699355526,7889.658216748128,6857.107050127337,0,10,0,0,0,11,0,15,15,0,11,14,13,0,15
332114,Custom Roll Forming,11,0,0,13,10,0,0,11,0,0,0,10,13,0,10,13,12,14,0,13,0,0,0,0,14,11,0,0,0,14,11,5871.535218092267,6440.69924895194,7699.291289337654,5043.949887235739,5882.423071751161,6283.97082646502,8100.761284926049,5500.838651786788,5538.353634408586,5360.209532560568,5060.9962418915975,6403.426407969032,5564.530559073838,5044.823507045228,5941.773552056889,5783.301128946301,6751.433107282252,5743.385020033601,0,0,10,0,0,12,14,0,12,11,10,0,13,10,15
332117,Powder Metallurgy Part Manufacturing,87400.7617628819,76877.828504708,59856.149770423224,77068.66706370417,54469.778814123114,137210.79109480776,100604.79766750989,49775.906420051564,69034.58412533501,55308.12114945168,58526.04810210757,71289.42834488845,56159.6007524962,132.0855205026055,70.87360797127667,100.17539234596339,163.50666210011065,179.9311485361156,138.6194745380632,148.96998312359187,85.70145620577344,44.60722487210287,22.548071665311692,13.547029323161286,19.09195781733297,64.4775082170407,128.59969714375924,103.73724018039239,79.80112164478939,78.4049470692761,139.45307576940138,10620.275152814978,10099.178661521317,12591.611904281224,9526.276251789739,9065.466603310291,10552.296918085685,11758.962588981434,7659.086944987719,5886.495946957422,9491.879512498685,8342.98030890035,8761.231420134627,9000.232057372896,9977.548283028964,10960.891224705838,9741.454375652162,9376.432607322145,8516.699379861704,0.8379984093015083,0.805473871016875,1.1906506728031672,0.8873353646718897,0.8058509698021226,1.1310512191383169,1.8688979258295149,1.6426531578879804,0.9953421665821225,1.1892919903970323,1.1656675520935096,0.8489216107991524,1.2084887362318113,1.1046072215540335,2.1290077591547742
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",81409.28656680968,88262.15082836816,71376.10832965726,41221.7991469979,51977.56145511678,41667.83443289426,32880.75383960969,64372.090766852496,59270.38726720959,66446.95265680338,79230.80897485628,83378.04445947401,75141.92444056852,11,13,0,12,1.1574551795668742,21.49869155744016,6.166731119376511,30.293823230341392,23.463276386502923,43.84369455283395,76.85070445516934,62.919232404625845,37.325268180174575,28.34667239546247,14.741589106102593,45.975327555224005,36.313452670936364,23.899314305768236,72220.7011907585,61729.022195714104,70365.07356526378,63472.26287795152,63698.802449394185,53716.87277623147,73904.27249305663,63771.722180055105,39076.797038240504,52069.66069814595,53669.911525685195,51112.321559103424,61848.788146135485,52070.03753117924,61048.25597233542,47724.84066755191,49652.60287526205,64689.745395067104,12,1.1528166413190775,0.8132277530734427,1.1741290057078004,1.1294609686359762,0.8050897597218863,1.031779899459798,1.2269590222043916,0.9347624788875691,1.2070593468146398,1.0531733950134368,1.126839869772084,1.0001289934269153,1.0515762787894345,0.9961764603620396
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",26699.281289498424,50416.946706456205,46053.84824599196,72212.28204720715,78769.58073836062,91288.41764556317,63994.282994919864,52246.87658315851,57479.42167838602,35114.17967035247,78507.39635965739,49971.76966932521,55781.94218164901,4.042641188958929,5.888467455281333,2.8592816643054535,7.963240419849051,0.25999862430617215,4.519584259275219,3.8522720065600495,1.2861146115177968,4.668661969259382,3.0025477058213723,9.502416616549493,0.7270807426430393,23.57446689501344,2.931518758121011,7.394697227228404,8.258156207379205,26.863102842589477,46.657557537031245,18289.99361214279,14400.579078680721,11358.496033712114,13905.009588706173,14778.69047786641,12203.342109439272,11611.934925740872,12173.984231962573,8550.596033914457,10540.589044471542,10290.46350748546,9375.693176905668,9307.810350719286,8607.288358515223,8350.370432652073,10013.707269744948,9074.293782478966,10156.555816763892,1.9953482093289494,2.4734434690792115,1.196049473923631,1.1122425245121121,0.8806022610631772,2.339644573046826,2.1678891111165286,1.9169947438407688,1.2296647425624543,1.046347287588287,0.8724904107628391,1.220382313488517,0.8523268228746019,0.8402930868905969,0.9089630046044477
332216,Saw Blade and Handtool Manufacturing,0,0,0,0,13,0,11,36274.18158347951,35465.31905864434,57661.43923254087,42872.13322008883,71036.03597012778,58068.58518685108,7.389589196978228,0,5.554819237623438,12,12,0,15,0,0,14,11,15,0.2051134601507306,7.135565750329758,0.4674489773331857,0.9868334447642848,0.4854477068676902,1.3478228653916628,65149.597628752206,51395.38216372886,46929.75516244458,41709.1253819549,37775.34343397273,43032.495253731926,36489.474187145235,38007.02675769902,33486.94568092746,27890.93992882948,32623.166719813486,35506.09331476055,32146.348484055812,28148.50058129211,23844.306653723048,32133.468409308432,30158.225875182325,30254.856826191743,0,0,14,11,15,10,0,0,0,0,1.7097614635480567,1.7352537153055891,3.306524350529071,3.5540804657153786,3.723471329896711
332311,Prefabricated Metal Building and Component Manufacturing,41686.91389885229,32017.425411727792,45557.542241740164,41014.395225943605,45031.26684477519,58545.69808028394,49674.0414162522,42137.68052052619,86795.01447708216,93069.1998614662,63968.31710037248,50147.85910068369,33728.99223156978,41.73218593652572,3.984602014370507,7.715515711263132,2.513496134088835,4.443885604286058,19.261023357865067,21.07638451365024,18.00530767446222,10.874515371890762,7.174248321008953,4.269873065035127,6.308886187084133,6.810686084260639,3.9558157681916044,5.071287633461193,3.4988447167848356,3.9666230021734674,26.7226084248416,38456.84417705488,30593.574546280393,34062.62172965681,25713.188627015745,37045.162798102545,43525.23086392222,30369.145493843647,28642.691161577095,28037.605247579573,29738.42678210484,23041.200358967802,30369.562265970028,26700.687686153015,30396.24101103905,24439.073004286798,34516.21927876249,31654.638478023473,33359.77207108961,2.1144004840636628,1.8813579574460164,2.5662628630176187,2.9141360254841855,2.770565547805745,1.9174307350302116,1.871093980479054,1.926678953994997,2.3528216720791533,1.6119491743156686,2.233287927834317,1.7240824733860791,2.437495779665187,1.6461520710494368,0.9193017337936908
332312,Fabricated Structural Metal Manufacturing,49213.17606180159,46223.11314073364,40373.30959311566,53410.100613975934,42514.66544826159,51521.329775803,48888.5172652171,51897.21249254876,48575.55949193072,59649.63765691934,65890.73736034872,60411.082603320276,82578.37059742557,293.8929477798435,327.0169470657602,247.9085658399323,262.8042360966526,254.49784866220392,261.9617613166003,306.19246118906153,301.2381902939035,195.17468209930365,160.21353674370707,183.16991720136969,180.22739617338055,246.22520839567832,219.3111745260004,211.8220039326371,254.87493957261972,191.4041136480368,198.0243746714134,81798.72889274747,107167.98453531349,82811.44884217158,91450.38979873295,78071.2743646488,77152.77746471023,90189.63210843218,81353.9670544387,94137.44609215282,88028.11655036289,93385.27834553158,98147.9480492611,104194.1071713724,96407.01635999558,104261.75231884609,70828.49465707732,85952.46873109686,97446.27710121125,9.130538625293411,7.7571793952258306,9.428068293537944,11.158796704898123,9.41406277109636,6.995110241882503,8.635661738959607,10.107993318059016,9.993498420063407,6.363888340210542,6.117997461697087,6.0220027511939405,7.56140999160707,8.12400888297707,7.220025137066841
332313,Plate Work Manufacturing,0,15,48513.185238647275,11,15,60425.07618278847,58827.08880116308,44562.13847548743,38942.222693693286,100558.24469692851,41625.40442947509,15,41049.1871031286,0,12,15,0,12,15,10,7.376595068134927,0,0,4.792622025989469,6.308209565487921,4.545762996783924,2.988482769350756,3.512793308696229,3.5604165480147714,11,0.5955797417255744,60985.007810751275,56452.06375404214,53214.74531962337,48230.39224188879,44739.13584653444,53961.58223359687,49682.49515691482,44049.160097800115,47771.19217410571,37228.102082436315,37208.084278974435,50331.03707483171,50971.58560493864,52649.80410364334,44056.76753994189,54899.477742296214,48539.6983749324,43026.34302059571,13,0,13,0,1.1027670811628922,12,0,0.8332685488043353,1.0058517490280792,1.2383405115921051,1.0356242000474594,0.8785007761791348,13,11,0.9640403044759296
332321,Metal Window and Door Manufacturing,33271.87570784388,11,52413.81730452326,28134.51285193096,25065.43182081924,39051.3392094713,29350.177915579163,21541.37742504552,34424.181485293375,82494.65423665133,67340.68213523482,91665.15677407532,99923.11938105982,22.08763499225989,29.570724789445528,19.646330234792135,19.323289894491232,21.468934825551457,7.844898017818175,10,5.2454347837847655,7.14916733296179,3.4825492643126386,4.699163925793155,10.252262567351186,12.406275632941774,14.929525607238988,4.6964964472888004,3.007144001904502,1.9361521207466252,1.41471632190777,98730.3949270302,84704.03364643842,73117.89427098732,92064.98235730008,89927.28702003715,93200.68287723065,90390.6619077149,71196.27633133082,60133.43007748652,51222.326907472234,61688.58434665689,46671.17646778004,58348.956763506394,57991.716185419726,48295.47396749015,68892.07145615801,72460.65917406586,79793.11427184928,2.3753413531230763,2.045221857749857,0.9491588708478957,0,10,0.8523092800751328,0.8288526766002178,0.9603397093131207,1.657960143359378,2.232227172632702,0.8383693064213731,0.8530969297164119,2.006710363342427,2.400987371103838,2.192877576756291
332322,Sheet Metal Work Manufacturing,45615.69730663082,32617.77642250217,42197.56788673461,48301.830792064975,39418.351360589084,43206.195384325445,34463.92840055201,48631.217042847216,57422.61035683431,45974.924729741455,38955.44476083562,50570.32063863394,41941.470040323766,113.85884381346156,105.50538663548173,178.94657086543336,183.6807905916599,166.5695850520658,138.59055693241046,176.9393010962325,172.60125784758938,85.17322830411615,94.6373478942494,146.29431870293672,128.64810761445696,142.33122149991675,140.97545896485067,109.44243410133583,103.30840085968251,120.97574225137345,161.7897128579456,100049.59810558951,110506.6207103176,120372.82293969668,116107.12364510582,101122.96907829866,114221.89433190391,88200.16433133566,86737.68908660921,81832.12752443932,87746.60431908492,98365.99126392373,92428.45898627005,81694.5516986463,90305.87569562005,84856.8975721148,130807.32937381431,112547.63149227742,134056.47351970957,5.924688304774463,4.036411067005247,4.280545283621177,4.12525014730636,5.229477601475082,4.035098031396046,4.533389735035598,4.633837339049205,4.305360334180295,3.889086637366563,4.744685054407455,5.774153899401426,6.199496532976627,5.251293462817557,7.618030162435025
332323,Ornamental and Architectural Metal Work Manufacturing,39856.28145867181,38468.783125929665,57354.17864580019,45731.68074764116,42386.72946430254,44931.10835511602,35597.49978744041,36637.321622750926,51124.507564849606,49116.39025576866,45962.09534384678,48217.55848292867,58263.63412320805,48.72799158030281,46.30376597564449,69.44226997458175,69.87247935248783,62.04675908174654,96.31896680173769,147.24086063820104,109.1975957143629,139.93065954837536,84.92435905158911,63.55504889919289,63.92112492482278,108.6864623452266,148.90780863907372,225.87889108597668,261.9458890394118,254.4321278537184,381.9662252211729,38610.81388499837,45060.27662649937,42873.52333156456,30187.284804055773,38320.896975034964,33941.99994144752,35169.479027486486,48997.411879856976,38604.444098889624,37786.87829444922,35407.00191782651,39035.6435192481,41625.172868710826,38500.6602712999,38026.264465004184,41892.05999209033,34790.962220995316,47804.4915975996,10.880007194133942,8.237067496497184,11.573124692961574,14.309995293966495,12.979082788154482,16.081928626121954,10.239871544390917,9.106869089230894,11.372117331915069,13.24688897235319,12.708071188814937,12.717518838413525,13.923627445532475,12.76922645594459,19.426503244589547
332410,Power Boiler and Heat Exchanger Manufacturing,15,0,0,0,0,15,0,0,14,84229.49714108508,65608.83055200867,15,10,0,11,0,0,10,12,10,0,15,0,14,0,0,14,11.996194858765946,10.090468323782385,13,15,26836.603639612444,21759.104943561128,22795.512717607235,19064.72992644851,20069.95112754684,17861.48602264303,23739.345031981888,21346.251361023627,23073.51517959153,17697.930114644132,24216.27036503034,31432.891254710736,21816.309559839683,22001.693279018225,21376.6814398301,25964.442340493897,18779.971139794674,24775.975761387082,12,0,0,10,10,12,0,15,10,0,15,1.0411192265688443,1.0621247373404912,0,12
332420,Metal Tank (Heavy Gauge) Manufacturing,92911.99319159341,54225.91095766997,80637.21425570261,59063.974591836755,61925.73642110772,96710.34790983523,65649.11295623661,60618.88288999638,58554.36832498567,45827.51362797521,56298.88185458983,83113.04577236282,84109.45182937117,0.3170694052312477,2.739601287095728,4.501361631949249,1.892430746445967,10.51281222069869,6.520013155571564,1.3823301642061547,5.285969032837691,3.2597958815670176,10.972229429877377,12.817668466335597,34.98234082185926,86.02073782847765,146.87121186156247,28.581110781162792,16.06784992435308,10.956426846412676,8.051088992430621,32096.79207611549,24192.054985859628,20014.436979449794,26513.931750210206,28212.377859561773,29285.57396580401,29682.953577550263,31499.871029893173,32430.94333638589,28131.34397872559,27320.728239763223,31579.31622204375,39616.27181972438,46366.645879600015,32546.08431631685,39351.90477304274,40905.150457969234,34687.27175763561,2.1379234531428666,1.867883792030625,2.259788205916993,2.044882843713276,2.2128038521157576,1.876811495819129,2.6139794321148657,2.4169854541309177,1.8154253587126732,2.1433153753401712,1.1631948437192476,2.0595566482748837,2.0902338673826306,1.7097633086144923,1.6924507637973876
332431,Metal Can Manufacturing,94453.26126091664,148142.04373802355,94750.48628756247,122467.69297975706,111253.49482215605,128017.5245923686,140418.25189223388,139510.57701507703,169525.3519400925,122791.92380639927,98440.9194151033,87426.39506527767,104479.07696100908,130.37085829247002,143.80334124813635,135.77411170679358,108.47704585359823,23.899970054073687,6.718429442134858,34.363271610532216,106.295211772452,55.732361756816694,74.71413882714539,35.96992355777903,17.9929111964855,16.060047228428207,12.439995031045864,58.06384579744429,63.6321485291639,73.61223367797257,75.68990051931728,32788.05545573899,24376.75912119911,28914.00710420775,26510.745697252056,28608.67545314892,19600.299313011466,23210.80750679545,18694.443869103347,16896.662400752313,19975.55913384749,19964.081084938505,17536.157350313908,23325.187824101555,16127.134591620574,22687.263196523603,24307.66379807214,21173.07839309321,18703.59251573783,0.8055198624148033,1.0720760990749114,0.9071399334352463,1.0239339373772964,1.0684990553651006,1.1445323401712812,1.2090756203280761,1.0143140362226404,1.1129146023769863,1.1246884303167461,0.8031110482406802,1.034440636448562,1.1528917825664393,1.1181241296464577,1.0356195632833987
332439,Other Metal Container Manufacturing,80842.48140986798,55520.965519242374,38647.351347522046,49086.318868400995,46313.000446335835,41298.70545463811,47853.23471446522,61741.46326162819,97134.06802289121,65291.28746531456,53007.2413717193,55219.260333832615,59717.48635050049,39.5497983174617,47.39730131208707,50.42628378009328,128.1507395944383,188.27291714514905,167.57610745771922,200.85189972342303,211.16313120901225,206.27440131735932,162.3764656852446,142.28628085406484,133.94818140369964,68.62002573598205,53.270934759267625,104.03954487323968,98.82623088362259,94.58790222576897,95.9180127081341,25433.9692770056,31264.72398486984,26705.01116999785,27801.098066544877,17638.62044791883,25909.307891449498,23936.43912396472,22118.53986525295,17105.389726385733,12051.726858054215,15506.024985707358,13699.590458319612,15280.253532899515,13249.704893509106,13524.579132311888,16356.12687455104,13204.12118373099,14512.324256591632,0.8200497657293454,0.876431472983677,0.9836470794980414,1.113688746362459,1.6250142710050568,2.2200060864444824,2.175033290288411,2.1400622866349295,2.804237360553816,3.4942434738390147,2.781321566272527,2.715434598410502,3.36381645987276,3.5892980751232244,2.8553772316547112
332510,Hardware Manufacturing,0,13,0,0,12,14,78981.74384073656,32483.137487536926,111922.03442007904,58224.10002468872,106515.53619405504,65126.43321338667,72749.16719776962,0,0,13,12,0,0,0,11,0,15,0,0.6007405182520072,0.4579435908586653,2.9561209794966006,0.7737459897357184,0.37451034159018226,0.38408317973908784,0.5137401287693176,45466.38972074578,44258.40999602532,45867.227822534434,37738.50048163259,42255.51452455315,34553.022190291966,34141.90342547577,24817.18435818314,24066.310025161536,25410.573136800158,29237.808592962916,22190.234704456947,20967.595050535354,29165.0395861364,26729.377156994586,26480.326758518535,20137.614456213007,24747.65768805196,0,0,14,0,10,10,13,11,1.2046098996885122,1.2103960386128165,1.227193447481841,0.8603412462281994,1.1956774113001303,1.2329396980814635,0.9248764802818187
332613,Spring Manufacturing,15,0,0,0,0,14,11,0,15,0,11,13,12,11,11,15,14,0,0,11,15,0,14,0,0,12,12,0,12,0,0,21355.167647339633,20510.30602276422,17465.6656829732,15021.020519294658,15617.887910870068,14813.93426195542,19605.94284271484,17884.465734230052,10724.278121958321,10648.473281123228,13351.988629497751,17671.47195437811,17252.37299976136,14942.054358801985,19822.38662571312,15363.106624929322,20479.394899716932,21479.85578190158,11,0,13,12,12,0,0,10,10,0,14,10,14,11,0
332618,Other Fabricated Wire Product Manufacturing,11,11,74967.01197237415,76518.65621396956,53236.62817247565,51051.672230583434,99948.82715838254,67491.08867791574,56554.387019511145,58178.96306203162,77524.50557231618,67110.34082690527,13,76.40466973242845,122.38169923221352,89.77895702838273,58.14452782900734,64.79028291948707,0,15,3.4211245338244334,35.677950346493404,26.66809854418185,27.591952383164678,57.2706034716948,45.15961734541367,38.11073303801578,64.96121576130021,60.51871052775464,45.68607473696176,0,62586.592305309794,64698.04679289691,52138.21272250134,54901.083664767844,51367.292835962806,44667.123041805964,37147.121675897986,39310.98475510084,34767.82500384618,28377.652140577076,22410.4715110775,28259.113678429654,31673.920710254017,30383.368933521113,27570.399039912078,20806.169356794584,31189.8828043968,21112.5909271668,1.05565581015544,0.9269044500077144,10,15,0.9239387953071855,1.1408880292787216,1.2497732899500988,1.0389167791465297,2.227613156638108,2.424964768416248,1.241471445793286,0.8102730905055069,0.8584304053219967,1.0587247266550548,14
332710,Machine Shops,46652.66616376634,35168.53820742995,41411.15381370065,36690.74457002641,45824.071606406804,42259.93493407436,43578.58403081706,51160.90437744489,41500.169465918676,59731.66508892045,58196.34153494936,58251.41149300595,50834.54174992817,476.67806523016145,439.8289405656669,564.7144619382557,657.9008974781717,548.0213111847686,628.1590136922687,506.0711472721084,522.0824947107823,493.1470279712634,455.372864102014,487.1596704793459,736.1587527465557,898.000752849886,1214.863999394816,876.9060320885815,630.396446477436,808.7301086796076,834.3596972905075,283895.78545863763,214893.33750320267,275319.5941258986,275698.0323895484,277242.2556414096,300118.85006963834,267090.6854219328,257386.140456348,234544.52987671748,259676.20381290902,232501.09381179977,286162.40493241226,301615.28052497405,304151.2445626916,235878.5655303237,267835.9684886965,305830.18112503877,254062.59209254984,54.71688548382372,58.23415295232553,79.19455304635922,69.49159770498518,80.6535022611497,62.59228244596161,66.42030851251911,66.39374464909778,81.1158312030835,67.8530616773758,73.94505565604194,65.09115320754935,81.28132249184418,63.74198113292223,59.83512143918779
