clusterNAICS,lat,lon,employment,biz_id,tract
561730,40.13976292,-104.9063845,220,1409,8123002021
325314,40.43499361,-104.7189613,10,1410,8123001300
561730,40.49324301,-104.7459992,10,1412,8123001500
541690,40.4888841,-104.893887,10,1413,8123002203
237210,40.11372985,-105.0755223,10,1414,8013013211
811111,40.2383832,-104.9457264,10,1415,8123002103
213112,40.42376224,-104.7170864,20,1416,8123001300
236118,40.35696057,-104.8414553,40,1417,8123002101
812310,40.40848167,-104.7540857,10,1418,8123001410
811111,40.48246751,-104.7521512,10,1419,8123001500
561730,40.4373304,-104.6798048,10,1420,8123000705
812112,40.34428955,-104.7311006,10,1421,8123001700
722511,40.37079628,-104.7047854,10,1422,8123001006
524128,40.42711687,-104.6655858,10,1423,8123000705
812199,40.6195163,-104.731855,20,1424,8123002300
623311,40.38662316,-104.6189667,70,1425,8123000705
562111,40.28590914,-104.9232684,10,1426,8123002102
541330,40.41584499,-104.7341427,10,1427,8123001201
519130,40.27196454,-104.6547831,10,1428,8123001800
484110,40.42896477,-104.7000414,10,1429,8123000502
213112,40.81077395,-104.2575087,10,1430,8123002501
621112,40.37014375,-104.884132,10,1431,8123002101
523120,40.21196515,-105.029437,10,1432,8123002103
722310,40.06121014,-104.977391,90,1433,8123002005
442210,40.13037544,-104.9134088,10,1434,8123002016
238990,39.96896186,-104.682518,10,1435,8001008523
236117,40.4369748,-104.6582247,10,1436,8123000705
484220,40.44405618,-104.6845037,10,1437,8123000701
311612,40.45994414,-104.8970861,10,1438,8123002204
238990,40.47394166,-104.7715277,10,1439,8123001500
213112,40.33805201,-104.784721,40,1440,8123002101
238160,40.42859124,-104.6818779,30,1441,8123000701
447110,40.31642666,-104.6286216,10,1442,8123001600
522110,40.20598985,-105.0484132,10,1443,8123002103
813410,40.69229051,-104.7592657,40,1444,8123002501
903999,40.28630875,-104.9543775,30,1445,8123002103
523999,40.15538726,-104.9900838,10,1446,8123002010
238910,40.05064934,-105.0246126,10,1447,8123002009
451211,40.43655753,-104.7809247,10,1448,8123001416
424490,40.37576704,-104.6482985,10,1449,8123000705
213112,40.38141332,-104.7349169,50,1450,8123001005
236220,40.36741284,-104.6683924,10,1453,8123001700
722513,40.40205262,-104.6277529,10,1454,8123000705
531110,40.03573742,-105.0210799,10,1456,8123002009
238160,40.39555082,-104.6409135,10,1457,8123000703
236220,40.32180598,-104.9014612,10,1458,8123002102
621111,40.32912629,-104.6553022,10,1459,8123001600
331318,40.23382268,-104.8013016,10,1460,8123001800
423420,40.49813768,-104.7040078,10,1461,8123001500
111000,40.41792387,-104.7019979,10,1462,8123000402
561730,40.50713272,-104.8271112,20,1463,8123002208
327390,40.44351123,-104.7015341,10,1464,8123000600
445299,40.47964591,-104.7585056,10,1466,8123001500
443142,40.46686153,-104.9517385,10,1467,8069001709
722511,40.39202191,-104.8496441,10,1468,8123002101
238310,40.43140521,-104.724375,10,1469,8123001300
903999,40.41866804,-104.6946266,30,1470,8123000100
562998,40.36594697,-104.6847697,10,1471,8123001700
522110,40.42071138,-104.644185,10,1472,8123000705
238210,40.40678598,-104.7732889,10,1473,8123001408
531190,40.52412757,-104.6926501,40,1474,8123001500
722513,40.44497601,-104.9271913,10,1476,8123002210
621340,40.42033001,-104.7388361,30,1477,8123001410
491110,40.43981844,-104.6809811,10,1478,8123000701
238320,40.49191181,-104.6823469,10,1479,8123001500
624120,40.073081,-104.9679263,10,1480,8123002005
621610,40.48747448,-104.9013609,30,1482,8123002203
445310,40.8630201,-104.4792957,10,1483,8123002501
442110,40.14973402,-104.9349381,10,1484,8123002020
624410,40.36622632,-104.6883249,70,1485,8123001004
541620,40.08902369,-104.8188861,10,1487,8123001908
541511,40.46527424,-104.7386484,10,1488,8123001500
484220,40.40333643,-104.81358,10,1489,8123002101
541211,40.42850987,-104.6697781,20,1490,8123000705
541211,40.37362127,-104.7423392,10,1491,8123001404
811111,40.36086682,-104.9654037,10,1492,8069001709
524210,40.06204513,-104.927506,10,1493,8123002006
442210,40.43146999,-104.7211506,10,1494,8123001300
441110,40.39393088,-104.6627554,10,1495,8123000703
115112,40.19702881,-105.0403468,10,1496,8123002103
311999,40.3812267,-104.6459638,10,1498,8123000705
517311,40.05905642,-104.6806302,10,1499,8123001902
517311,40.37068686,-104.7722398,20,1500,8123001404
488190,40.53657646,-104.8953994,10,1501,8123002208
561320,40.45907074,-104.7984329,10,1502,8123001500
903999,40.3601526,-104.741022,20,1503,8123001404
423690,40.35397597,-104.9629964,60,1504,8069001709
491110,40.39281063,-104.796557,10,1505,8123001407
452210,40.0678705,-104.7404295,10,1506,8123001902
238160,40.3975435,-104.8419217,10,1507,8123002101
811111,40.4686336,-104.9337031,10,1508,8123002210
445310,40.25206412,-104.777279,10,1509,8123001800
541690,40.15026374,-104.866087,10,1510,8123001800
722511,40.16438429,-104.9373029,20,1511,8123002020
561730,40.37936538,-104.6974156,10,1512,8123001006
531311,40.4717897,-104.9747216,10,1513,8069002501
541512,40.45246218,-104.6875267,10,1514,8123001500
621210,40.3808121,-104.8304922,10,1516,8123002101
327390,40.37888954,-104.7057475,10,1517,8123001006
453310,40.35496637,-104.6339559,20,1518,8123000705
491110,40.31236082,-104.8977714,10,1520,8123002102
236118,40.45966604,-104.6447522,10,1521,8123001500
484121,40.27992036,-104.7176723,10,1522,8123001700
624410,40.41885569,-104.7683454,10,1523,8123001411
238190,40.04264138,-105.0534821,30,1524,8123002007
112000,40.05294048,-104.7435551,10,1525,8123001902
811310,40.41979801,-104.7125439,10,1526,8123000402
551114,40.39198772,-104.7559837,10,1527,8123001406
621210,40.11023605,-104.9171705,10,1528,8123002016
722511,40.40821303,-104.7431486,10,1529,8123001410
722511,40.47094018,-104.8404218,10,1530,8123002209
238110,40.46601352,-104.9310219,10,1531,8123002210
541110,40.49854322,-104.5242452,20,1532,8123001600
238220,40.48292698,-104.8047386,10,1533,8123002208
624410,40.07604523,-104.8492129,20,1534,8123001908
812199,40.45626673,-104.8971925,10,1535,8123002204
541330,40.43764238,-104.8701454,10,1537,8123002209
112000,40.06839127,-104.7627084,10,1538,8123001907
722330,40.04916591,-105.0914503,20,1539,8013012800
713990,40.48464752,-104.9372935,30,1540,8123002207
484220,40.08810362,-104.745172,20,1541,8123001902
238910,40.28472949,-104.742626,10,1543,8123001700
532412,40.37492894,-104.8546515,10,1544,8123002101
562910,40.42869356,-104.8705448,10,1545,8123002209
531210,40.44302817,-104.9629207,10,1546,8069001709
311119,40.56876767,-104.6747257,110,1547,8123002300
531312,40.35964988,-104.7547229,10,1548,8123001404
213112,40.05866207,-105.0136964,10,1549,8123002009
561720,40.3583114,-104.7438789,10,1551,8123001404
722511,40.4734067,-104.719288,40,1552,8123001500
624410,40.03338626,-104.9467452,10,1553,8123002005
236116,40.36543585,-104.7143491,10,1554,8123001005
424720,40.51915406,-104.6158229,20,1555,8123001500
111000,40.42835977,-104.6998064,10,1556,8123000502
621210,40.52812,-104.8639213,10,1557,8123002208
722511,40.03077758,-104.634858,20,1558,8123002502
531210,40.05723312,-104.940527,10,1559,8123002006
425120,40.39998861,-104.7696752,10,1560,8123001408
561740,40.13094714,-104.9772577,10,1561,8123002012
624410,40.21244191,-104.8176203,60,1562,8123001800
443142,40.04338792,-104.8078791,10,1563,8123001907
441228,40.66637312,-104.8422741,20,1564,8123002501
812220,40.41641238,-104.6627371,160,1565,8123000705
444130,39.97943504,-105.0523783,10,1566,8014031400
722513,40.44052795,-104.7677392,10,1567,8123001416
484122,40.43253793,-104.7420195,20,1568,8123001417
541213,40.19367735,-104.9356439,10,1569,8123002103
453210,40.5227715,-104.554849,10,1570,8123002501
453998,40.40035837,-104.764563,10,1571,8123001408
624120,40.06967021,-104.7880767,10,1572,8123001907
441120,40.27540741,-104.9071875,10,1573,8123002102
722515,40.40342297,-104.7096285,10,1574,8123000401
561720,40.36570152,-104.7032364,10,1575,8123001005
611710,40.35102309,-104.5679315,10,1576,8123001600
311119,40.35729199,-104.9656585,10,1577,8069001709
445310,40.51215704,-104.9105872,30,1579,8123002207
711320,40.4866252,-104.9264596,10,1580,8123002207
238160,40.4232694,-104.6931575,10,1581,8123000100
445310,40.16571418,-104.9606664,20,1583,8123002019
611610,40.69644258,-104.4762703,90,1584,8123002501
236115,40.36092828,-104.8320822,10,1585,8123002101
512290,40.04086753,-105.0575029,10,1586,8013012800
236118,40.17709631,-104.3986114,10,1587,8123002502
812990,40.40414369,-104.7196553,90,1588,8123001100
484121,40.44149514,-104.7997407,10,1589,8123001416
484121,40.47429932,-104.6625184,10,1590,8123001500
447110,40.43605206,-104.8714074,10,1591,8123002209
484220,40.11618673,-104.9381425,10,1592,8123002016
623110,40.11640401,-105.0332193,10,1593,8123002010
484230,40.40284485,-104.6801672,10,1594,8123000701
903999,40.34340468,-104.661884,10,1595,8123001700
621111,40.3902522,-104.6984164,10,1596,8123001003
424910,40.42514697,-104.6551479,10,1597,8123000705
512230,40.10839093,-105.0096364,20,1599,8123002010
531110,40.39470355,-104.7780586,10,1600,8123001408
321920,40.53199121,-104.7757452,10,1601,8123002208
111000,40.12896705,-104.9274166,60,1602,8123002016
423810,40.39062689,-104.6885887,10,1603,8123001004
524210,40.02910809,-104.7331895,10,1604,8123001902
541820,40.44946823,-104.9028317,10,1605,8123002209
484220,40.4050136,-104.7230843,30,1606,8123001100
561720,40.46578251,-104.7162433,10,1607,8123001500
441320,40.41338997,-104.664414,10,1608,8123000705
551114,40.46597491,-104.7239376,10,1609,8123001500
238990,40.04724856,-104.6468526,10,1610,8123002502
531311,40.59945326,-104.7079795,10,1611,8123002300
238160,40.43620562,-104.780302,40,1612,8123001416
237130,40.43109791,-104.8065817,10,1613,8123001416
212322,40.5376997,-104.6559472,10,1614,8123001500
238160,40.40870365,-104.673223,10,1615,8123000703
441310,40.39956242,-104.619813,10,1616,8123000705
541511,40.44900075,-104.8550657,10,1618,8123002203
541219,40.12471253,-104.9951325,10,1619,8123002017
522298,40.46259478,-104.6759179,20,1620,8123001500
484121,40.11573328,-104.7519597,10,1621,8123001902
541690,40.31584178,-104.895091,10,1622,8123002102
112000,40.5037872,-104.6902603,10,1623,8123001500
333314,40.40825459,-104.7334846,10,1624,8123001202
541990,40.46424727,-104.8634607,60,1625,8123002203
443142,40.45055848,-104.629237,10,1626,8123001500
238170,40.37223085,-104.7293047,10,1627,8123001005
541511,40.53508682,-104.6733982,30,1628,8123001500
623312,40.4345928,-104.6767231,10,1629,8123000705
561320,40.37498877,-104.6415163,20,1630,8123000705
722410,40.12882385,-104.3441055,10,1631,8123002502
238210,40.38702623,-104.788175,20,1632,8123001406
551114,40.39100675,-104.7342468,10,1633,8123001005
484220,40.52970668,-104.6520078,10,1634,8123001500
423820,40.05555822,-104.966195,10,1635,8123002005
531210,40.01308307,-104.6838604,10,1636,8123002502
111000,40.40849328,-104.795628,10,1637,8123001412
451120,40.46045371,-104.7438321,10,1638,8123001500
423830,40.4904029,-104.939155,20,1640,8123002207
484121,40.48875711,-104.5932672,10,1641,8123001600
518210,40.46373216,-104.7263869,10,1642,8123001500
447110,40.4922919,-104.9723805,30,1643,8069002501
236118,40.44531934,-104.9195416,10,1644,8123002210
551114,40.06407225,-104.6177732,10,1645,8123002502
445310,40.37204648,-104.8488485,10,1646,8123002101
423830,40.35906494,-104.7643828,10,1647,8123001404
238910,40.2063257,-105.0587489,10,1648,8013013201
561320,40.36818274,-104.6992451,10,1649,8123001005
541380,40.40313221,-104.8119548,10,1650,8123001407
611620,39.98087438,-105.0409061,10,1651,8014031400
811121,40.13095191,-104.2874163,10,1652,8123002502
541511,40.40970845,-104.6490324,10,1653,8123000705
624410,40.16029301,-104.8614983,20,1654,8123001800
445299,40.37618904,-104.7446526,10,1655,8123001404
424910,40.36112096,-104.7403663,40,1656,8123001404
238910,40.4672535,-104.6259313,30,1657,8123001500
541211,40.16448638,-105.0177266,10,1658,8123002103
484220,40.46594875,-104.7066512,10,1659,8123001500
238990,40.40078384,-104.7939295,30,1660,8123001407
493190,40.39379869,-104.7326895,10,1661,8123001100
423820,40.41310424,-104.7546404,20,1662,8123001410
722511,40.43069247,-104.6859995,10,1663,8123000701
423110,40.32036752,-105.0131073,10,1664,8123002103
561110,40.36757878,-104.840281,40,1665,8123002101
561990,40.32978799,-104.7326835,10,1666,8123001700
238350,40.13701796,-104.8228783,20,1667,8123001906
623110,40.43381465,-104.7109962,10,1668,8123000501
446110,39.96679394,-104.9728689,10,1669,8001060000
722513,40.36662944,-104.5263243,10,1670,8123001600
541611,40.07306258,-104.9200106,10,1671,8123002004
237110,40.01952693,-105.0643511,10,1672,8013012800
721110,40.4538702,-104.680231,10,1673,8123001500
336413,40.56334131,-104.7597979,30,1674,8123002300
238170,40.38171665,-104.6291028,10,1675,8123000705
561499,40.4603951,-104.9389455,10,1677,8123002210
453998,40.38024146,-104.7336779,10,1678,8123001005
423720,40.4570411,-104.920455,10,1679,8123002210
236118,39.99525008,-105.0201515,10,1680,8014031400
332420,40.25189055,-104.985006,10,1681,8123002103
522110,40.36272565,-104.6629938,10,1682,8123001700
522110,40.36051122,-105.0029465,10,1683,8069001709
621111,40.41526359,-104.6875955,10,1684,8123000100
541199,40.45626437,-104.7299277,10,1685,8123001500
811111,40.37811699,-104.7127292,10,1686,8123001006
611710,40.42958622,-104.943107,10,1687,8123002210
238320,40.38157499,-104.7051102,10,1688,8123001006
452319,40.09060587,-104.9452918,10,1689,8123002013
524210,40.2096655,-104.9418841,20,1691,8123002103
541219,40.09521779,-104.7546866,20,1692,8123001902
524210,40.47971871,-104.8546442,60,1693,8123002208
484220,40.39693732,-104.6877724,10,1695,8123000800
624120,40.44324677,-104.6921366,10,1696,8123000600
339950,40.40050745,-104.7734156,10,1697,8123001408
238110,40.35284053,-104.6793992,280,1698,8123001700
722511,40.05464224,-104.6570608,20,1699,8123002502
722513,40.04627043,-104.8052373,10,1700,8123001907
811111,40.39191774,-104.731689,10,1701,8123001005
453910,40.06065648,-104.9895961,10,1702,8123002009
722515,40.06016458,-104.7783134,10,1703,8123001907
212313,40.03936503,-104.4105998,180,1705,8123002502
722515,39.98862735,-105.0164325,10,1706,8014031400
621320,40.36176765,-104.7264486,10,1708,8123001005
541219,40.14076316,-105.0294701,10,1709,8123002010
624120,40.03869559,-105.0217014,10,1710,8123002009
722511,40.43738932,-104.7966435,20,1711,8123001416
524291,40.48459555,-104.8128725,10,1712,8123002208
621210,40.36689441,-104.6420449,10,1713,8123000705
221310,40.02655873,-104.7878769,10,1714,8123001907
425120,40.10577222,-104.9679816,10,1715,8123002012
722513,40.52099036,-104.8953493,10,1716,8123002208
811192,40.13386146,-105.0336339,10,1717,8123002010
811111,40.08605711,-104.8519485,10,1718,8123001908
551114,40.11296912,-104.9517227,10,1719,8123002013
532111,40.34942449,-104.7476712,110,1721,8123001700
523930,40.08914429,-104.8185039,10,1722,8123001908
451140,40.0400893,-104.9980471,10,1723,8123002009
722511,40.37548258,-104.6692148,10,1724,8123001700
722513,40.44714544,-104.6365078,10,1725,8123000705
722511,40.5360956,-104.9079635,10,1726,8123002208
111000,40.42187508,-104.7118982,10,1727,8123000402
522320,40.40768854,-104.7637376,20,1728,8123001411
624120,40.43808532,-104.7189678,10,1729,8123001300
238140,40.50946775,-104.8726199,10,1730,8123002208
423830,40.36228017,-104.7454724,10,1731,8123001404
424910,40.36167677,-104.792993,10,1732,8123001404
541810,40.42937853,-104.6798102,40,1733,8123000701
311421,40.66539994,-104.2723024,10,1734,8123002501
541110,40.09824424,-105.0176287,10,1735,8123002010
238130,40.34483722,-104.5840243,10,1736,8123001600
445310,40.48777382,-104.8559219,60,1737,8123002208
624410,40.38799074,-104.837861,20,1738,8123002101
813990,40.05269764,-104.6560041,10,1739,8123002502
333314,40.41566628,-104.7917706,30,1740,8123001412
238320,40.42093489,-104.6712138,10,1741,8123000705
221310,40.40247609,-104.7386254,10,1742,8123001409
523120,40.46882193,-104.6930896,10,1743,8123001500
561730,40.45296912,-104.7097859,10,1744,8123001500
624120,40.082664,-104.5164085,20,1745,8123002502
562991,40.37425407,-104.71153,10,1746,8123001006
112000,40.4687407,-104.658589,10,1747,8123001500
446120,40.0169299,-105.0123913,10,1748,8123002009
221115,40.1247245,-105.0703502,10,1749,8013013211
811198,40.53153998,-104.8783519,10,1750,8123002208
541940,40.13641721,-104.7769561,10,1751,8123001906
541613,40.41167637,-104.7430265,10,1752,8123001410
532412,40.44511191,-104.6597421,10,1753,8123000705
541330,40.44027356,-104.717551,10,1754,8123000600
332323,40.4390325,-104.6521553,10,1755,8123000705
238910,40.36089832,-104.681836,10,1756,8123001700
441120,40.46958469,-104.8731582,10,1757,8123002203
447110,40.09444301,-104.6697129,10,1758,8123001902
621111,40.04697198,-104.9883641,10,1759,8123002009
484220,40.41139512,-104.8054834,70,1760,8123001412
445110,40.01989905,-105.0001445,10,1761,8123002009
238140,40.37384926,-104.6555131,10,1762,8123000705
541110,40.16833229,-104.8803173,10,1763,8123001800
115112,40.40593485,-104.770067,10,1764,8123001408
237130,40.45529894,-104.7224842,10,1765,8123001500
443141,40.35529804,-104.7745249,10,1766,8123001404
522130,40.31941784,-104.7211763,10,1767,8123001700
621610,40.43570205,-104.6389672,10,1768,8123000705
238150,40.73930867,-104.7790388,10,1769,8123002501
722515,40.41846585,-104.7755738,10,1770,8123001412
443142,40.47771323,-104.9579397,20,1771,8069001709
524210,40.37776169,-104.8330897,10,1772,8123002101
624120,40.50726437,-104.8844399,10,1773,8123002208
722513,40.07161683,-105.073494,40,1774,8013013211
441320,40.52689459,-104.4800931,10,1775,8123002501
541940,40.18644105,-104.9195207,10,1776,8123001800
561720,40.05114729,-104.6751878,10,1777,8123001902
423830,40.46162955,-104.6941027,10,1778,8123001500
442210,40.37155428,-104.9142099,10,1779,8123002102
425120,40.38756233,-104.6581218,60,1780,8123000705
541512,40.09362691,-104.9725302,10,1781,8123002012
524210,40.37873502,-104.6745799,10,1782,8123000704
621399,40.22494343,-104.6707952,10,1783,8123001800
722511,40.15310705,-104.9467932,10,1784,8123002019
423910,40.12853176,-105.0642886,10,1785,8013013211
425120,40.01245514,-104.8090323,10,1786,8123001907
531210,40.58254093,-104.7168104,10,1787,8123002300
323111,40.36041025,-104.7102862,10,1788,8123001005
112000,40.4702722,-104.7457367,10,1789,8123001500
236220,40.43339227,-104.8840968,10,1790,8123002209
611620,39.99700708,-105.1040342,10,1791,8013012904
238910,40.25171228,-104.8244586,10,1792,8123001800
213112,40.09108322,-104.9705976,20,1793,8123002012
722511,40.40155119,-104.6256938,30,1794,8123000705
111000,40.43120084,-104.6606078,10,1795,8123000705
551114,40.48893668,-104.8220575,20,1796,8123002208
722513,40.08772643,-105.0199248,10,1798,8123002010
238320,40.45840284,-104.7314439,10,1799,8123001500
448140,40.16386708,-104.7714014,10,1800,8123001800
484110,40.41851314,-104.7265492,10,1801,8123001201
623110,40.40769774,-104.709941,10,1802,8123000401
445310,40.36238132,-104.7306016,10,1803,8123001005
722513,40.11758963,-104.9134699,10,1804,8123002016
213111,40.4244976,-104.7918739,10,1805,8123001416
515112,40.47905598,-104.8801305,10,1806,8123002203
238910,39.98169455,-105.0826355,10,1808,8013060800
624120,40.39493855,-104.7664036,10,1809,8123001408
517311,40.40490332,-104.6668359,10,1810,8123000703
488190,40.21737415,-104.8798314,10,1811,8123001800
561730,40.39481254,-104.6826739,10,1812,8123000701
811192,40.39714102,-104.6701441,10,1813,8123000703
624120,40.3672895,-104.7925439,10,1814,8123001404
484220,40.37040645,-104.7716634,10,1815,8123001404
722513,40.36788234,-104.6580954,10,1816,8123000705
561730,40.51244983,-104.9269175,10,1817,8123002207
531210,40.44913133,-104.7107513,10,1818,8123000600
238210,40.42475099,-104.6970027,10,1819,8123000502
541614,40.20409505,-104.7689371,10,1820,8123001800
621310,40.3923341,-104.807068,10,1821,8123001406
238150,40.41649808,-104.7269143,20,1822,8123001201
111000,40.49335443,-104.9028137,10,1823,8123002203
541219,40.20809501,-105.0365887,20,1824,8123002103
541512,40.44675328,-104.563511,10,1826,8123001600
722511,40.40070533,-104.791542,10,1827,8123001407
444130,40.45052688,-104.6382382,10,1828,8123001500
441310,40.39156296,-104.706827,10,1829,8123001003
812112,40.37259125,-104.6719256,10,1830,8123001700
236118,40.39957331,-104.7109371,10,1831,8123000900
811111,40.1563989,-105.0375934,20,1832,8123002103
541990,40.44106816,-104.7616809,10,1833,8123001416
561720,40.42597198,-104.6468469,20,1834,8123000705
541330,40.01448864,-104.7688559,10,1835,8123001907
332710,40.52163935,-104.9169352,20,1836,8123002207
624120,40.39143731,-104.6977232,10,1837,8123001003
561730,40.30441213,-104.658734,20,1838,8123001700
115210,40.40687993,-104.7337292,20,1839,8123001202
523120,40.39152843,-104.6364228,10,1840,8123000705
541990,40.09501344,-104.9444793,10,1841,8123002013
423430,40.35960002,-104.6836462,20,1842,8123001700
447110,40.32143994,-104.7415358,10,1843,8123001700
213112,40.41971557,-104.5209925,10,1844,8123001600
493120,39.98672857,-104.9763623,10,1845,8001061200
238110,40.38609856,-104.8182977,10,1846,8123002101
445120,40.38739733,-104.6464382,10,1847,8123000705
484110,40.26835819,-104.9037421,10,1848,8123002102
561720,40.17978704,-104.9530385,10,1849,8123002019
236115,40.14130303,-104.8725649,10,1850,8123001906
425120,40.4588482,-104.7808258,10,1851,8123001500
238990,40.45412946,-104.6656818,20,1852,8123001500
236118,40.38933875,-104.7119641,10,1854,8123001003
444130,40.44658615,-104.7417536,10,1855,8123001416
624410,40.45494473,-104.6952176,10,1856,8123001500
442110,40.3520328,-104.6934382,10,1857,8123001700
812112,40.19449265,-105.0042135,10,1858,8123002103
621210,40.44352742,-104.7593922,10,1859,8123001416
236118,40.01554697,-104.9768325,50,1860,8014031400
561730,40.06791971,-105.067932,10,1861,8013012800
522110,40.50360338,-104.8521669,10,1862,8123002208
236220,40.39482756,-104.6632274,30,1863,8123000703
454110,40.35483368,-104.9391746,10,1864,8123002102
541690,40.08119489,-104.9296356,10,1865,8123002004
561599,40.34578854,-105.0017422,10,1866,8123002103
447110,40.37814172,-104.643477,10,1867,8123000705
611610,40.36437593,-104.7831862,40,1868,8123001404
452311,40.08371523,-104.7587509,30,1869,8123001907
561330,40.17184805,-105.0636383,10,1870,8013013402
238160,40.41320583,-104.6907443,10,1871,8123000200
624120,40.45272189,-104.8462569,10,1872,8123002209
452319,40.4454809,-104.8154661,10,1873,8123002209
238330,40.3037603,-104.6264901,10,1875,8123001700
711510,40.41063691,-104.8403361,10,1876,8123002101
621210,40.46268296,-104.7342333,210,1877,8123001500
524210,40.20202089,-104.9587187,10,1878,8123002103
238310,40.5557607,-104.6906196,10,1879,8123002300
423930,40.41123053,-104.6964357,40,1880,8123000401
311811,40.07795133,-105.008511,10,1881,8123002009
524210,40.18866592,-104.7921335,10,1882,8123001800
722410,40.39210587,-104.7347225,10,1883,8123001005
515112,40.54141491,-104.9151455,10,1884,8123002208
551114,40.08016892,-105.0282887,10,1885,8123002009
484230,40.13382684,-104.9826543,10,1886,8123002017
531110,40.35873364,-104.9162783,10,1887,8123002102
441320,40.35188842,-104.6676108,10,1888,8123001700
561920,40.37503959,-104.7356198,10,1889,8123001404
541213,40.69351793,-104.9787215,10,1890,8069002502
621210,40.15109864,-104.9551797,10,1891,8123002019
488119,40.40391906,-104.7700002,10,1892,8123001408
238210,40.08838503,-104.9212434,40,1893,8123002015
722511,40.19696572,-105.040996,10,1894,8123002103
532490,40.4481692,-104.7532028,10,1896,8123001416
448120,40.87931092,-104.8994111,10,1897,8123002501
621111,40.45764555,-104.6978257,40,1898,8123001500
524292,40.52142199,-104.9302532,10,1899,8123002207
621210,40.39610629,-104.7831056,10,1900,8123001408
238160,40.02578335,-105.0338998,10,1901,8123002009
237990,40.08275389,-105.0068753,10,1902,8123002009
541922,40.08610057,-104.9796788,10,1903,8123002009
523110,40.41204977,-104.6979609,20,1904,8123000401
624410,40.38190721,-104.6943514,10,1905,8123001004
621111,40.1215223,-104.9674037,10,1906,8123002012
524210,40.03657465,-104.7678842,10,1907,8123001907
213112,40.05394177,-104.8139337,10,1908,8123001907
522110,40.37709757,-104.694078,10,1909,8123001006
541330,40.13522792,-104.809258,10,1910,8123001906
446110,40.39611793,-104.7062521,10,1911,8123000900
238910,40.42466378,-104.7219873,10,1912,8123001300
424720,40.24009144,-104.7973439,10,1913,8123001800
624120,40.38858031,-104.7097898,10,1914,8123001003
561720,40.39539821,-104.7475959,20,1915,8123001409
441120,40.13035035,-104.9557612,10,1916,8123002013
623110,40.39041705,-104.7406299,10,1917,8123001406
423820,40.17436237,-104.9601367,10,1918,8123002019
812199,40.57309714,-104.6611583,10,1919,8123002300
531210,40.45099843,-104.8244603,30,1920,8123002209
812112,39.99923058,-105.0244069,10,1921,8014031400
332710,40.46430215,-104.7067178,10,1922,8123001500
238220,40.46755509,-104.7386998,10,1924,8123001500
213112,40.50546377,-104.853093,50,1925,8123002208
624410,40.42550124,-104.7744972,90,1926,8123001414
524210,40.60703446,-104.679185,10,1927,8123002300
561730,40.20132286,-104.942023,100,1928,8123002103
448140,40.41807747,-104.7045314,10,1929,8123000402
561320,40.05009945,-105.0755183,10,1930,8013012800
621340,40.36879238,-104.8961368,30,1932,8123002101
238210,40.43739105,-104.6612209,60,1933,8123000705
524210,40.4234607,-104.629576,10,1934,8123000705
541219,40.47896078,-104.8528658,10,1936,8123002209
448310,40.44999466,-104.6565708,10,1937,8123001500
519130,40.41983674,-104.6996047,30,1938,8123000402
213112,40.49663157,-104.6926234,10,1939,8123001500
424520,40.43245984,-104.7070289,10,1941,8123000501
532412,40.03695233,-104.9255038,10,1942,8123002006
238340,40.42612162,-104.6547538,10,1943,8123000705
238330,40.36888447,-104.8332861,20,1945,8123002101
532412,40.46865816,-104.6935516,10,1946,8123001500
532289,40.41016001,-104.6811234,10,1947,8123000701
238320,40.09688196,-104.7636903,10,1948,8123001907
332311,40.58176139,-104.9631326,10,1949,8069002501
326113,40.49425535,-104.883639,70,1950,8123002208
722513,40.38262677,-104.7124939,10,1951,8123001006
524210,40.38401612,-104.7903039,10,1952,8123001406
447110,40.39698903,-104.7609452,10,1953,8123001408
451110,39.96710096,-105.0278891,10,1954,8014031300
621210,40.17615988,-104.5748475,60,1955,8123002502
561740,39.9939305,-104.5310342,10,1956,8001008401
238210,40.17123298,-104.9806086,10,1957,8123002010
111000,40.01261122,-104.9383925,10,1958,8123002006
441310,40.45384915,-104.7510471,20,1959,8123001500
238210,40.11509262,-104.8927946,10,1960,8123002016
903999,40.53361493,-104.8884257,10,1961,8123002208
327320,40.18345532,-104.9987025,20,1962,8123002103
722511,40.07961088,-105.0109547,10,1963,8123002009
531311,40.20439624,-104.8950578,10,1964,8123001800
621420,40.55726736,-104.7445808,110,1965,8123002300
722513,40.38338688,-104.7094752,10,1966,8123001006
443141,40.00250731,-104.9762315,10,1967,8014031400
611430,40.45363788,-104.8848687,10,1968,8123002203
332999,40.46857798,-104.8096832,10,1969,8123001500
447110,40.37355609,-104.6363295,10,1970,8123000705
722511,40.26473736,-105.0301916,10,1971,8123002103
333992,40.10386174,-104.9536595,20,1972,8123002013
213112,40.45202852,-104.6866376,10,1973,8123001500
813410,40.49401051,-104.7314434,10,1974,8123001500
813312,40.11834001,-104.9970241,10,1975,8123002017
238140,40.40843721,-104.6877407,10,1976,8123000200
237990,40.06744517,-104.7985768,10,1977,8123001907
238340,40.47341006,-104.7251776,10,1978,8123001500
722511,40.33455826,-104.8126954,10,1979,8123002101
424210,40.38435174,-104.7549468,10,1980,8123001405
611310,40.21221475,-104.7936296,10,1981,8123001800
532490,40.41843068,-104.7235377,10,1982,8123001201
624120,40.49429204,-104.9040584,10,1983,8123002203
238330,40.13286448,-104.9564168,10,1984,8123002018
