Cluster,SubclusterName,end.year,two.year.change,Competitive.Effect,Expected.Change,Ind.Mix.Effect,Natl.Growth.Effect,start.jobs,end.jobs
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2010,-313.2536318,-142.1726024,-74.52950338,-16.69461851,-54.61938076,2049.80195,1736.548319
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2011,-33.57160008,-21.44833617,0.816706491,-5.007055814,3.590911273,1098.576016,1065.004416
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2012,102.1929242,164.5866646,12.66336037,-6.943755565,22.54938463,1456.65346,1558.846384
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2013,147.0927605,160.3146179,-37.25871715,-39.53870213,17.64605321,1294.248603,1441.341363
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2014,81.5091598,88.28294537,-37.80817138,-68.24190385,32.4477957,1357.975597,1439.484757
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2015,35.65432195,-7.938710868,40.20815672,10.4741531,34.33904266,1755.764086,1791.418408
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2016,-46.58814123,-102.942886,45.88306529,9.555676211,39.28013971,1500.431254,1453.843113
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2017,-23.18125716,-47.16460866,17.21425078,-8.568994415,29.08375921,1535.068571,1511.887314
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,2018,2.744543582,-8.541967344,9.301577553,-6.113331115,21.54192649,1691.119987,1693.864531
Distribution and Electronic Commerce,Wholesale of Apparel and Accessories,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2003,31.42861186,26.8387217,0.565858628,3.645763798,-1.679689678,366.8279236,398.2565355
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2004,-43.01079061,-26.22299883,-8.846858507,-9.520209178,1.522758197,580.8249357,537.8141451
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2005,-14.3377808,-8.904515112,-6.548208597,-12.60371147,6.889611215,452.3695234,438.0317426
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2006,-7.097836413,-20.52456548,4.00884644,-1.062685098,5.090009763,408.9303125,401.8324761
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2007,-1.010323535,-1.166615291,-0.560453585,-2.296571858,1.556786834,419.0250324,418.0147088
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2008,-73.34781821,-77.48269252,5.369888513,3.628117508,1.102560072,301.90555,228.5577318
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2009,-58.11047296,-96.90547015,-4.488079458,3.923674692,-7.599046305,420.6804558,362.5699828
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2010,-28.1958041,-11.35077252,-15.99538716,-6.522824565,-4.830677025,235.3563442,207.1605401
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2011,-12.48849293,-5.820947195,-6.584802889,-7.626352,0.442149792,189.2595661,176.7710732
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2012,0.891913374,7.045293048,-5.551486852,-8.901831242,2.05842071,175.3220538,176.2139671
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2013,56.27967585,97.88622311,-5.725920145,-7.059325045,3.262140484,183.0675751,239.3472509
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2014,71.30479881,57.17745616,-6.86909053,-7.270959252,2.29322641,164.8785215,236.1833203
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2015,-40.78515342,-30.33918388,-16.56351087,-15.4106997,7.880564924,387.8460362,347.0608828
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2016,-30.81075781,-16.41839586,-7.627754896,-20.32438793,5.398703495,293.5879689,262.7772111
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2017,-10.74562255,0.361126231,-12.47025904,-13.6038834,4.04493169,196.163014,185.4173914
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",2018,-1.691266115,3.84482947,-4.39823302,-10.51337964,2.382858316,289.9417597,288.2504935
Distribution and Electronic Commerce,"Wholesale of Books, Periodicals, and Newspapers",NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2003,6.411614338,17.10463277,-7.780375128,-3.011978565,-3.275893507,733.6091625,740.0207768
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2004,-13.43899908,-6.695378475,-2.893864446,-6.59801144,2.149335838,586.9457647,573.5067656
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2005,11.14437249,15.65013023,0,-7.463593757,6.493118195,473.6843623,484.8287348
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2006,73.02292058,44.98312649,3.85242552,-4.501946075,7.810758735,582.2661597,655.2890803
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2007,19.16611031,15.6557281,1.843334872,-2.63100166,3.977114371,640.6238793,659.7899896
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2008,29.38723387,40.14988872,-0.868322285,-3.235973496,1.650502659,801.0675084,830.4547423
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2009,12.18470297,30.78317436,-18.96913034,-1.126509921,-17.5782324,621.0046981,633.1894011
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2010,-7.537242513,10.48031767,-24.45471794,-8.245589772,-18.75189397,631.156064,623.6188215
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2011,36.91219501,34.12687815,-0.690604237,-2.009366094,2.349502708,845.6381565,882.5503515
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2012,47.28967195,32.69829934,14.18265868,2.5866907,11.44103856,704.9884538,752.2781258
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2013,-36.01892805,-54.69728596,15.74548473,-0.107249892,9.572114512,747.9828962,711.9639681
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2014,24.21020538,16.48822836,7.289852805,-2.563625793,14.49056597,584.3804313,608.5906366
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2015,72.07675814,92.59735513,3.049436313,-12.42567766,10.5977003,674.9549839,747.031742
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2016,17.8875836,32.37683371,-2.58987914,-19.6827772,17.49162859,974.6110439,992.4986275
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2017,59.04571997,48.58890486,5.312002367,-7.044972524,12.9966622,744.8737132,803.9194332
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,2018,73.2124709,7.617440067,52.85167406,41.1883865,14.4568206,597.6875884,670.9000593
Distribution and Electronic Commerce,Wholesale of Chemical and Allied Products,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2003,-43.22044932,34.65085325,-72.69142541,-63.5315629,-6.291427702,1123.185229,1079.96478
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2004,15.27696481,43.37719182,-13.43604273,-15.82775461,7.585881558,1200.340585,1215.617549
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2005,142.6041869,53.64291604,45.25566498,40.80587775,13.46084185,1449.476084,1592.080271
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2006,180.5354393,93.72351883,96.19786683,96.56097945,21.46535822,1430.769753,1611.305192
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2007,82.93591348,77.01900033,25.32228134,16.86884072,10.37417661,1634.78541,1717.721323
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2008,92.51254013,64.01539802,11.26143393,4.986524111,7.774600784,1652.130561,1744.643101
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2009,-179.5769012,-45.96791597,-119.8127001,-95.22163109,-33.72976665,1577.737778,1398.160876
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2010,-381.8144559,-138.1045037,-187.3716314,-138.2245893,-36.40950899,2084.0856,1702.271144
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2011,-83.45173506,-53.4812625,-27.44785536,-49.99891549,3.708053019,1558.788501,1475.336766
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2012,140.4697594,33.4378125,44.94857088,27.13634918,17.22643827,926.2338472,1066.703607
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2013,108.7857434,51.06203526,74.65706811,36.82018589,28.45489466,1906.175829,2014.961572
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2014,102.8873721,89.04360142,54.40554702,13.26800076,20.09125455,1178.012914,1280.900286
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2015,153.9574633,85.66594738,63.19347156,18.29177908,28.12991559,1320.346564,1474.304027
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2016,39.49650705,20.71274253,22.18285275,-12.09053215,37.55710685,1968.944589,2008.441096
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2017,-63.23309068,-80.5480713,-3.128680655,-36.1906025,21.07367087,1815.676539,1752.443448
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,2018,-45.93310196,-89.41182909,34.116077,26.72218895,24.73658818,2457.663999,2411.730897
Distribution and Electronic Commerce,Wholesale of Construction and Mining Machinery and Equipment,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2003,-1.73465573,-22.76192933,32.79389762,32.22095585,-5.973299083,677.6837939,675.9491382
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2004,-4.763875248,-15.38427118,14.67448816,11.30504167,3.036279005,968.1281474,963.3642721
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2005,44.79892116,27.68094169,3.867446111,-9.320993759,10.83332411,614.69374,659.4926612
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2006,166.0024235,220.2265822,-11.0450767,-24.263372,14.41696505,771.6051601,937.6075836
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2007,115.9190362,73.82828566,3.768187095,-3.144634375,6.784651978,831.6610778,947.580114
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2008,94.08935223,156.7853231,-18.2630637,-20.98123958,2.941989944,1129.686395,1223.775747
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2009,11.68144754,60.5065232,-44.74603236,-24.70331962,-30.02065691,1861.756705,1873.438152
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2010,9.124686351,48.7770913,-47.44060937,-21.48729219,-34.14743994,1800.244247,1809.368934
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2011,-21.54325511,18.36789314,-43.35784729,-29.20056342,4.434690819,1878.592482,1857.049227
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2012,-17.28149361,-3.399714847,-9.653780256,-39.79890897,17.79668884,1233.585809,1216.304315
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2013,23.26824482,10.10032662,7.866548827,-13.55428362,20.64512878,1051.436416,1074.704661
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2014,26.94584287,-4.345019452,35.35824463,6.833852582,24.51839293,1681.042279,1707.988122
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2015,14.50779175,-39.29982616,35.83594091,15.97090507,23.83151781,1216.612832,1231.120623
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2016,49.55931221,24.73525869,34.00173126,0.805718176,25.22387917,1527.740543,1577.299855
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2017,92.64950489,132.9245616,-1.587403091,-23.88743187,14.66662107,1337.504387,1430.153892
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,2018,142.9480157,10.81183595,119.9528877,78.91506968,17.59408105,1908.989935,2051.937951
Distribution and Electronic Commerce,Wholesale of Drugs and Druggists' Sundries,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2003,-424.9674626,-100.9340264,-179.96979,-218.8189856,-17.76989067,2637.836356,2212.868893
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2004,-66.18798559,18.80891385,-98.68600213,-100.4826921,7.231043423,2315.043756,2248.85577
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2005,79.48559631,114.6838906,-17.09572716,-55.79970193,31.16246277,2522.629322,2602.114918
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2006,108.9563271,63.6059675,15.69320267,-24.19496187,30.55950886,2434.476548,2543.432875
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2007,-17.38214327,-60.77993174,20.39724391,13.04850558,11.50061605,2969.327043,2951.944899
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2008,-70.57913302,-70.19343753,26.45177603,9.881359854,10.4120265,1853.325081,1782.745948
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2009,-216.9452912,-83.56634142,-132.2917216,-63.93444268,-58.82400618,1661.31757,1444.372279
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2010,-207.8128296,-50.72562986,-116.0897557,-65.1168115,-53.00067417,1900.384955,1692.572126
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2011,-33.86256979,-25.45766212,-23.23630066,-31.98760051,5.350514024,1915.640902,1881.778332
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2012,-21.91173503,-31.18052989,18.3157695,-8.260659188,32.10056256,1986.808996,1964.897261
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2013,56.99798868,36.2457337,14.71742345,-23.44909991,30.53661484,1705.400517,1762.398506
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2014,71.72413602,51.04976309,17.32675995,-14.52213061,27.44682427,1958.996252,2030.720388
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2015,113.3729515,111.2313304,24.44622748,-10.51802347,27.35461962,1823.381937,1936.754889
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2016,111.5819013,124.6644849,9.414859894,-27.7878166,38.58972391,2154.441843,2266.023744
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2017,59.52773772,21.76812208,15.37787545,-11.36680785,39.51457058,1609.326031,1668.853768
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,2018,56.37211121,-2.355970609,55.11093343,46.92974712,20.49981558,2633.610159,2689.98227
Distribution and Electronic Commerce,Wholesale of Electrical and Electronic Goods,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2003,-25.13162905,-25.67041851,-10.6433938,-5.88083606,-4.335813334,770.8115064,745.6798773
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2004,-9.805505558,-12.52343107,0.886602538,-2.692307329,3.950866708,881.9419975,872.1364919
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2005,-7.620106922,-9.54220053,4.189028776,-6.617899801,7.990787459,995.3257631,987.7056561
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2006,-47.55638383,-32.395696,-2.083660772,-15.90562527,13.55858188,655.0615582,607.5051743
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2007,-4.800588151,-9.42026132,3.471192831,-0.715953673,3.358519348,753.9266638,749.1260757
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2008,-1.842819756,-7.654352311,3.00438982,1.656828362,2.004946721,617.2738386,615.4310188
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2009,-30.14515884,-15.17026556,-5.834684656,7.246056414,-11.8423095,844.0066368,813.861478
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2010,-67.07150683,-35.02261654,-21.81319011,-0.502041402,-14.61397328,853.661672,786.5901651
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2011,-33.02058124,-22.50836585,-9.997984706,-7.939651676,1.873133096,554.1551034,521.1345222
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2012,39.80422147,44.96746243,6.024775849,-1.209290831,7.618359006,391.4746582,431.2788797
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2013,75.95113925,45.11252348,13.30178086,10.55650344,10.93538811,730.2153412,806.1664805
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2014,51.18588131,37.81275842,15.50451091,7.967629084,11.81747883,734.1389306,785.3248119
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2015,69.07188059,53.66191357,5.458922703,-6.33782791,9.12484211,728.7379623,797.8098429
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2016,32.2684809,36.45247784,-10.62476103,-25.7048771,12.96209908,725.5822034,757.8506843
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2017,0.51913056,16.27638451,-14.77081441,-23.56348989,13.31968075,849.7760189,850.2951495
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,2018,33.68282182,38.84431939,-3.179352524,-16.67487341,10.35331894,943.8298312,977.512653
Distribution and Electronic Commerce,Wholesale of Farm and Garden Machinery and Equipment,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2003,-46.86577127,-15.39535314,-17.43621993,-10.0110377,-17.14720828,1686.692806,1639.827035
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2004,-100.0985343,-42.3446767,-14.67272935,-29.43494551,6.52213755,2737.877946,2637.779412
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2005,-48.03438889,-32.05530072,-2.152539587,-28.25313225,21.49280223,1510.213421,1462.179033
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2006,83.94387824,59.81929788,-1.721981185,-31.52184864,36.68841441,1663.23747,1747.181348
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2007,44.81992937,28.79931247,5.442685509,-2.772466234,13.88693937,2805.486189,2850.306118
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2008,56.0603955,68.42408513,-9.165790217,-19.46783939,7.995878348,2666.477158,2722.537554
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2009,-47.58364543,7.700169103,-67.93054691,-8.862092917,-48.13588364,1921.578141,1873.994495
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2010,-39.02397836,13.24427077,-69.7674723,-14.02356756,-59.98345023,3013.579559,2974.55558
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2011,56.45765763,59.32346107,-8.569728415,-21.15226389,7.277360115,1461.381524,1517.839182
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2012,85.69428318,82.16542053,16.72330086,-15.2752252,36.07861007,1623.733914,1709.428197
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2013,90.95375839,37.03738686,27.83754827,-13.61038796,35.03281995,1889.946658,1980.900416
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2014,220.3835476,140.4171149,31.82648295,-0.653667166,35.03329439,2074.625277,2295.008825
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2015,282.3331897,273.1228586,25.84789268,-17.82177262,45.63174269,2811.892422,3094.225611
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2016,182.5957824,248.1139476,11.5480696,-38.86764611,53.15387282,1940.090595,2122.686377
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2017,184.6561412,218.0001593,4.793474147,-29.80896329,55.04691143,2276.114126,2460.770268
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,2018,114.3631893,90.39128489,19.01357787,-22.46005384,50.39564832,2366.553023,2480.916212
Distribution and Electronic Commerce,Wholesale of Farm Products and Supplies,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Food Products,2003,15.20145419,-32.23605982,32.73429492,47.84844353,-14.54291944,1782.452475,1797.653929
Distribution and Electronic Commerce,Wholesale of Food Products,2004,-64.25764948,-104.5706057,82.13234495,44.60999096,10.36432661,2606.94506,2542.687411
Distribution and Electronic Commerce,Wholesale of Food Products,2005,-201.7299595,-410.3481901,66.06470705,41.12081267,31.87585385,2168.0668,1966.33684
Distribution and Electronic Commerce,Wholesale of Food Products,2006,-186.4649215,-296.9109712,65.09928009,48.12156451,27.52958376,1811.932344,1625.467423
Distribution and Electronic Commerce,Wholesale of Food Products,2007,25.74919456,0.634844139,26.22207147,21.23917896,9.635786459,1451.102807,1476.852002
Distribution and Electronic Commerce,Wholesale of Food Products,2008,30.95882074,-16.11966247,54.05604101,45.15262951,7.367411388,1468.643996,1499.602817
Distribution and Electronic Commerce,Wholesale of Food Products,2009,32.46235036,8.586832352,25.26244548,61.49075989,-48.89332586,2182.444557,2214.906907
Distribution and Electronic Commerce,Wholesale of Food Products,2010,37.0256599,21.02215778,1.942860322,47.09914424,-28.59352718,1999.703027,2036.728686
Distribution and Electronic Commerce,Wholesale of Food Products,2011,15.13252117,-26.7425014,43.10830362,24.8138349,6.549670392,1858.839977,1873.972498
Distribution and Electronic Commerce,Wholesale of Food Products,2012,-23.91693977,-78.9482465,44.10353838,27.87852883,20.50720288,1461.298512,1437.381572
Distribution and Electronic Commerce,Wholesale of Food Products,2013,90.88376739,0.81073225,85.04972845,33.82785748,28.43530764,1610.344031,1701.227798
Distribution and Electronic Commerce,Wholesale of Food Products,2014,188.3175635,79.74890017,52.68088716,37.36552828,28.93895609,1409.531408,1597.848971
Distribution and Electronic Commerce,Wholesale of Food Products,2015,83.23497806,49.62841982,67.68946362,18.57549141,46.968016,2453.148868,2536.383846
Distribution and Electronic Commerce,Wholesale of Food Products,2016,149.8279689,94.11425581,49.87050744,24.50969425,27.85024563,2158.860066,2308.688035
Distribution and Electronic Commerce,Wholesale of Food Products,2017,123.2397763,138.235368,59.64057521,22.4339092,42.17701529,1656.667678,1779.907454
Distribution and Electronic Commerce,Wholesale of Food Products,2018,38.35314319,-5.755368897,36.13513891,21.91314392,23.97387198,1817.546778,1855.899921
Distribution and Electronic Commerce,Wholesale of Food Products,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2003,-28.76485458,-30.71268882,-3.975183537,0.386243313,-3.063819401,665.0319863,636.2671318
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2004,-49.91973725,-90.34542635,13.91607787,10.09079965,2.179043886,603.652816,553.7330787
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2005,24.03573363,17.99528664,2.560668577,-2.979788193,4.86787474,440.6348098,464.6705435
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2006,104.67798,90.03713906,4.439739337,-1.60069887,5.323464067,259.0597648,363.7377448
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2007,-14.83066753,-13.81250533,-3.421990045,-5.99130561,2.782473215,550.8508499,536.0201823
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2008,-37.79327607,-18.65015928,-11.26031465,-16.85261683,1.788535339,415.1575032,377.3642272
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2009,-38.34993967,-3.01586168,-40.13801503,-29.33839453,-8.230740774,451.209768,412.8598283
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2010,-52.94320089,-6.462088822,-37.84488618,-30.31651533,-9.270220452,541.7156838,488.772483
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2011,-7.438085297,2.103308588,-8.91626907,-7.866353504,1.041569744,447.4949057,440.0568204
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2012,29.57606728,15.7375733,4.022096896,-1.340452165,5.692615781,346.9494272,376.5254945
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2013,66.80422282,45.66095903,9.63890754,3.350889137,5.555120653,391.1597755,457.9639983
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2014,46.56207977,53.98671333,10.98137904,4.262759446,5.552953444,413.1526325,459.7147123
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2015,38.7095984,45.14814118,10.01078333,2.703896761,6.530338041,480.4784872,519.1880856
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2016,20.39333238,1.925521674,16.23309936,4.826592541,7.525760694,557.5929387,577.9862711
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2017,28.07874371,6.849083139,16.23606542,9.865289875,11.44891304,573.5681128,601.6468565
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,2018,36.77449084,10.76722435,16.55255611,14.41432981,6.109543238,728.602963,765.3774538
Distribution and Electronic Commerce,Wholesale of Furniture and Home Furnishing,NA,NA,NA,NA,NA,NA,NA,NA
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2003,-50.14376826,57.03611413,-105.430573,-88.15936745,-16.80036588,2039.608978,1989.46521
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2004,-67.24191431,-65.04332439,-38.23808119,-61.51826468,7.365324854,2418.555011,2351.313097
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2005,-27.46499035,-47.92430445,17.46993724,-10.50821452,26.81185163,2967.362834,2939.897843
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2006,-118.9749136,-177.3240007,60.1325261,13.92825255,42.94849271,1603.79654,1484.821626
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2007,2.065498821,-17.1794785,19.62016463,11.63023878,12.68165934,1842.879923,1844.945422
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2008,41.98037729,33.97535633,21.69432555,14.92396959,5.582286138,2448.390725,2490.371102
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2009,22.1105814,116.80829,-117.9236883,-52.86400673,-30.48545646,1594.684211,1616.794793
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2010,10.91587045,171.9639993,-144.2005306,-72.97803031,-36.17718981,1507.879812,1518.795682
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2011,68.30230076,89.80755117,1.978600105,-6.058169726,6.548361215,2392.239621,2460.541921
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2012,106.1676565,24.69305103,59.07651091,41.95936218,28.54395793,1559.940018,1666.107674
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2013,206.8450905,137.269259,97.16827626,27.76712016,40.95708351,2372.925007,2579.770098
Distribution and Electronic Commerce,"Wholesale of Industrial Machinery, Equipment, and Supplies",2014,137.4051331,93.94253724,63.00567201,21.48967445,35.81499845,2628.105329,2765.510462
